,text,class_id,website
53,"Barr plans to release redacted Mueller report 'within a week' and FISA abuse report is due in June.
 
FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX News Headlines 24/7, FOXNews.com and the direct-to-consumer streaming service, FOX Nation. FOX News also produces FOX News Sunday on FOX Broadcasting Company and FOX News Edge. A top five-cable network, FNC has been the most watched news channel in the country for 17 consecutive years. According to a 2018 Research Intelligencer study by Brand Keys, FOX News ranks as the second most trusted television brand in the country. Additionally, a Suffolk University/USA Today survey states Fox News is the most trusted source for television news or commentary in the country, while a 2017 Gallup/Knight Foundation survey found that among Americans who could name an objective news source, FOX News is the top-cited outlet. FNC is available in nearly 90 million homes and dominates the cable news landscape while routinely notching the top ten programs in the genre.

Subscribe to Fox News!  https://bit.ly/2vBUvAS
Watch more Fox News Video: http://video.foxnews.com
Watch Fox News Channel Live: http://www.foxnewsgo.com/

Watch full episodes of your favorite shows
The Five: http://video.foxnews.com/playlist/longform-the-five/
Special Report with Bret Baier: http://video.foxnews.com/playlist/longform-special-report/
The Story with Martha Maccallum: http://video.foxnews.com/playlist/longform-the-story-with-martha-maccallum/
Tucker Carlson Tonight: http://video.foxnews.com/playlist/longform-tucker-carlson-tonight/
Hannity:  http://video.foxnews.com/playlist/longform-hannity/
The Ingraham Angle: http://video.foxnews.com/playlist/longform-the-ingraham-angle/
Fox News @ Night: http://video.foxnews.com/playlist/longform-fox-news-night/

Follow Fox News on Facebook: https://www.facebook.com/FoxNews/
Follow Fox News on Twitter: https://twitter.com/FoxNews/
Follow Fox News on Instagram: https://www.instagram.com/foxnews/",1,Fox News
54,"William Binney worked for the National Security Agency as a code-breaker for more than 30 years. At a recent conference, he said their ultimate goal is total population control.

SUBSCRIBE to the CBN News Channel for more: 
http://youtube.com/c/CBNnewsonline/?sub_confirmation=1

What's coming up next? Have a look at our program guide: https://www.youtube.com/redirect?q=http%3A%2F%2Fwww1.cbn.com%2Fcbnnews%2Fnewschann&redir_token=3Xja-7LE5ZQebEu1fn-B5ib34tN8MTU3OTg4MjMzMkAxNTc5Nzk1OTMy&v=P0mHVeNNfDw&event=video_description

CBN features 24-hour TV news from a Christian perspective. The CBN News Channel provides independent news programming to an underserved audience to enlighten, entertain and inspire Christians around the world. Comments below do not necessarily reflect the views of CBN.

Share this live feed with your friends and family:
https://www.youtube.com/c/CBNnewsonline

Like us on Facebook: https://www.facebook.com/cbnnews/
Like us on Twitter: https://twitter.com/CBNNews
Follow us on Instagram: https://www.instagram.com/cbnnews/

Contact News Editors: https://www.youtube.com/redirect?q=https%3A%2F%2Fwww1.cbn.com%2Fcontact%2Fcontact-&redir_token=3Xja-7LE5ZQebEu1fn-B5ib34tN8MTU3OTg4MjMzMkAxNTc5Nzk1OTMy&v=P0mHVeNNfDw&event=video_description

Questions about other CBN programs: https://www.youtube.com/redirect?q=https%3A%2F%2Fwww1.cbn.com%2Fcontact%2Fcontact-&redir_token=3Xja-7LE5ZQebEu1fn-B5ib34tN8MTU3OTg4MjMzMkAxNTc5Nzk1OTMy&v=P0mHVeNNfDw&event=video_description

Questions about supporting CBN? 
http://www1.cbn.com/cbn-partners  (and)  https://www.youtube.com/redirect?q=https%3A%2F%2Fsupport.google.com%2Fyoutube%2F%3Fp&redir_token=3Xja-7LE5ZQebEu1fn-B5ib34tN8MTU3OTg4MjMzMkAxNTc5Nzk1OTMy&v=P0mHVeNNfDw&event=video_description

Questions about Helping the Home Front? Call: 757-226-2333  
https://www.youtube.com/redirect?q=https%3A%2F%2Fwww1.cbn.com%2F700club%2Fhelping-&redir_token=3Xja-7LE5ZQebEu1fn-B5ib34tN8MTU3OTg4MjMzMkAxNTc5Nzk1OTMy&v=P0mHVeNNfDw&event=video_description

#christiannews #live #livenews #christiannewsfeed #christiannewswire #christian #christianity #prayer #church #bible #breakingnews #coronavirus #Covid-19",1,CBN News
55,"Ami Horowitz went to a protest to share some good news...it didn't go well.

Subscribe to Ami on YT: https://www.youtube.com/channel/UCLjcPQo6Tn1Iwfdr8X7S2CA",1,The Daily Wire
56,"SUBSCRIBE TO OUR CHANNEL!

Support our work with tax deductible donation: https://www.projectveritas.com/donate

Sign up to get our emails: https://confirmsubscription.com/h/j/EC8A17570A033FCC

Follow us on social media:

Project Veritas 
Facebook: https://www.facebook.com/ProjectVeritas
Twitter: https://www.twitter.com/Project_Veritas
Instagram: https://www.instagram.com/project_veritas/

James O'Keefe
Facebook: https://www.facebook.com/JamesOKeefeAuthor
Twitter: https://www.twitter.com/jamesokeefeiii
Instagram: https://www.instagram.com/jamesokeefeiii/",1,Project Veritas
57,"For ALL the latest news and commentary, visit https://www.ConservativeReview.com; CR on FB: https://goo.gl/A6Y7ZZ
Is Hillary and the DNC channeling Mao Zedong's Communist Party? ""Yes,"" is the only answer Matt Kibbe can provide, as CR takes a stroll through the DNC halls and explore some of Hillary's official campaign gear. CR on FB: https://goo.gl/A6Y7ZZ",1,Conservative Review
58,"President Trump frequently says the US and its allies, have turned the tide in the battle against ISIS... especially, in the Middle East.
But there's another concern, much closer to home. In the last few weeks, the U-S government announced sanctions against two men for providing support to ISIS… both, were from a small Caribbean island near America's shores. And to the surprise of many, it's become a hotbed of support AND recruitment, for the terror group.
---------
Full Measure is a weekly Sunday news program focusing on investigative, original and accountability reporting. The host is Sharyl Attkisson, five-time Emmy Award winner and recipient of the Edward R. Murrow award for investigative reporting. She is backed by a team of award winning journalists.

Each week, we have a cover story that explores untouchable topics in a fearless way including: immigration, terrorism, government waste, national security and whistleblower reports on government and corporate abuse and misdeeds.

Full Measure is broadcast to 43 million households in 79 markets on 162 Sinclair Broadcast Group stations, including ABC, CBS, NBC, FOX, CW, MyTV, Univision and Telemundo affiliates. It also streams live Sunday mornings at 9:30 a.m. ET.

Read more about us at: http://fullmeasure.news/about
Find out where to watch us at: http://fullmeasure.news/about
Like us on Facebook: https://www.facebook.com/FullMeasureNews
Follow us on Twitter: https://twitter.com/FullMeasureNews",1,Full Measure with Sharyl Attkisson
59,"We spoke with Fleabag's Phoebe Waller-Bridge, who will get you laughing then hit you where it hurts.

Read more: http://bit.ly/2ehzCOk

Jezebel: Celebrity, sex, fashion for women. Without airbrushing. http://jezebel.com",0,Jezebel
60,"Pete Buttigieg, a small-town mayor in Indiana, has been surging in the polls despite the fact that he has accomplished almost nothing. Is our country desperate enough to nominate someone simply because he can play Spoon on the piano? Maybe!",0,Jezebel
61,"Let Federalist Senior Bartender (and Editor) Christopher Bedford walk you through the steps to achieving a comfortable numbness around friends and family this Thanksgiving. 

*****

The Federalist is a conservatarian web magazine focused on culture, politics, and religion. Be lovers of freedom and anxious for the fray. 

*****

CLICK here to subscribe to our channel: https://www.youtube.com/thefederalist1776

READ The Federalist: http://thefederalist.com

LISTEN to The Federalist Radio Hour: https://thefederalist.com/tag/federalist-radio-hour/

SUBSCRIBE to our newsletters: https://newsletters.thefederalist.com

FOLLOW The Federalist on Twitter: https://twitter.com/FDRLST

FOLLOW The Federalist on Instagram: https://www.instagram.com/fdrlst/

FOLLOW The Federalist on Facebook: https://www.facebook.com/fdrlst

SHOP our online store for t-shirts, stickers, and more: https://fdrlst.myshopify.com",1,The Federalist
62,"Mary Katharine Ham, senior writer at The Federalist,  joined ""CNN Newsroom"" to respond to Trump's joint address to Congress and the honoring of a Navy Seal's widow.",1,The Federalist
63,"Prophecy Fulfilled: Ukrainian Jews Return to Israel After Thousands of Years in Exile


SUBSCRIBE to the CBN News Channel for more: 
http://youtube.com/c/CBNnewsonline/?sub_confirmation=1

What's coming up next? Have a look at our program guide: https://www.youtube.com/redirect?q=http%3A%2F%2Fwww1.cbn.com%2Fcbnnews%2Fnewschann&redir_token=3Xja-7LE5ZQebEu1fn-B5ib34tN8MTU3OTg4MjMzMkAxNTc5Nzk1OTMy&v=P0mHVeNNfDw&event=video_description

CBN features 24-hour TV news from a Christian perspective. The CBN News Channel provides independent news programming to an underserved audience to enlighten, entertain and inspire Christians around the world. Comments below do not necessarily reflect the views of CBN.

Share this live feed with your friends and family:
https://www.youtube.com/c/CBNnewsonline

Like us on Facebook: https://www.facebook.com/cbnnews/
Like us on Twitter: https://twitter.com/CBNNews
Follow us on Instagram: https://www.instagram.com/cbnnews/

Contact News Editors: https://www.youtube.com/redirect?q=https%3A%2F%2Fwww1.cbn.com%2Fcontact%2Fcontact-&redir_token=3Xja-7LE5ZQebEu1fn-B5ib34tN8MTU3OTg4MjMzMkAxNTc5Nzk1OTMy&v=P0mHVeNNfDw&event=video_description

Questions about other CBN programs: https://www.youtube.com/redirect?q=https%3A%2F%2Fwww1.cbn.com%2Fcontact%2Fcontact-&redir_token=3Xja-7LE5ZQebEu1fn-B5ib34tN8MTU3OTg4MjMzMkAxNTc5Nzk1OTMy&v=P0mHVeNNfDw&event=video_description

Questions about supporting CBN? 
http://www1.cbn.com/cbn-partners  (and)  https://www.youtube.com/redirect?q=https%3A%2F%2Fsupport.google.com%2Fyoutube%2F%3Fp&redir_token=3Xja-7LE5ZQebEu1fn-B5ib34tN8MTU3OTg4MjMzMkAxNTc5Nzk1OTMy&v=P0mHVeNNfDw&event=video_description

Questions about Helping the Home Front? Call: 757-226-2333  
https://www.youtube.com/redirect?q=https%3A%2F%2Fwww1.cbn.com%2F700club%2Fhelping-&redir_token=3Xja-7LE5ZQebEu1fn-B5ib34tN8MTU3OTg4MjMzMkAxNTc5Nzk1OTMy&v=P0mHVeNNfDw&event=video_description





#christiannews #live #livenews #christiannewsfeed #christiannewswire #christian #christianity #prayer #church #bible #breakingnews",1,CBN News
