,index,text,class_id,website,author
1457598,1061256,"There is an aspect of God that any true prophet who is yet to be mightily used by God must realize and surrender to... and that is His sovereignty. 
He must come to that humbling place of never assuming for a second that the Most High should think like him.
Samuel the prophet learned that when he was about to anoint the next King of Israel.

 We are being taught a lesson as the Church in America that we should do well to humbly learn.",1,CBN News,Uncle Newt
1163632,1433890,"good good job,, We in Europe support your impeachment....    and we will do all to make it happen",1,Fox News,Ilona Verhagen
2146525,1097918,I was in grade 10 in 1991. We were told what the world would be like if it was 5 degrees warmer. They told my parents we were going into an Ice Age.,1,MRCTV,Big Me
492525,878850,Andrew knew what's up. He was woke before it was cool.,1,Breitbart News,Lo Lo
1007150,2123373,I love his imitation voice of Donald Trump.  🤣🤣🤣🤣🤣🤣,1,The Daily Wire,holy is the lord jesus christ
823070,1832500,"What it’s like to not know Jesus, our true and only savior.",0,The Atlantic,Jose Custodio
2047668,1053902,TheDark Nite u mean retaking their land back from the guys who ran them out In the first place,1,CBN News,Bret DeViney
1959344,83469,Independent Media is more trust worthy & informative than all mainstream media,1,One America News Network,Stuart Damien
610023,840595,MSM is not helping at all. Would be better off to just have regular people submitting questions online. We know regular people just want information that is going to help themselves and their families. The reporters have political agendas and that’s all they care about.,1,Breitbart News,JJ G
1597907,869342,Well that was very important mr reporter at this time of everything that's going on .. you get a brownie point for who you work for  ...,1,Breitbart News,knightnrmer
1028073,1572482,"@Tim Sweeney LOL no! If her and I were last on the planet, we're going extinct!",1,BlazeTV,IVI FI I2 IC
592610,1233396,"@GUNSLINGER I KNOW better.  I know that you have used everything you have -- reached you intellectual limit -- to express what you call Patriotism.
       Just remember,  Patriotism is NOT a Pillar of Christianity.     And GUNS are not a God-Given inalienable right. 
Save Yourself.  Quit Pretending.    Aren't your issues Really with those Televangelists who deceived ewes?",1,Newsmax TV,humboldthammer
2069536,1305171,We need to build a new “LIBERTY BELL”.......and ring it “LOUD”!...the old one is cracked!,1,Newsmax TV,Red eyed Wizard
220692,592092,"Does Mustang Medic think he made up the term, ""The Great Awakening""?",1,Right Side Broadcasting Network,Lady Drake
964491,1225611,"Let's pray also for mass repentance of sin, starting with abortion and sexual sin.",1,Newsmax TV,Korazelle
823583,507378,"God bless you, Hayden. May He continue to embolden you in your conquest for the hearts and minds of our youth.",1,Campus Reform,信じてかわった
793890,1440065,Only when I watch this and react do I even remotely resemble the left. AAAAAAAHHHHHRRRGGG!!,1,Fox News,SHOOMAPADO R
1061028,464303,1:40 why is he making peace in other countries? For real,1,Campus Reform,captain coon
980408,957836,I like what he said that if you wanna hate go somewhere else don’t come to agitate his supporters.,1,Breitbart News,rohit nautiyal
1183775,136757,"Thank God for this! I don't live in California, but it is one of the most beautiful States!",1,One America News Network,Florence Blackburn
1677048,2063771,Because STOMPING someone sitting behind your laptop when the person is not present IS JUST EPIC!!!,1,The Daily Wire,BA AB
1069674,597018,I believe the reason why the White House has been going dark over the last three weeks is because it's empty.,1,Right Side Broadcasting Network,Nathaniel Aune
205168,1543053,"The Meaning of this verse is essentially, that one's love and devotion to God must be so significant and of such magnitude, that love for one's family would pale in comparison. It is referring to complete faith and devotion to God. You can't take it out of the completeness of the Word, where love and servanthood are first and foremost in the messages.",1,WorldNetDaily,Thomas OBrien
1063587,635557,1:35:30 Nobody kneels at Trump's rallies during the National Anthem.. *God Bless America*,1,Right Side Broadcasting Network,NOTHING BURGER - CONFIRMED.
1645115,834247,I love that cop Jesus Save woot woot 👍🇺🇸💪👮👮🏿‍♂️,1,Breitbart News,mike13899
1728131,1441706,Ha! John Kerry...forgot about that horse-faced man. Happy to do so again.,1,Fox News,Tera 1
21344,1353049,How EMBARRASSING it is to be a Democratic today!,1,Fox News,P K
1163182,375537,2:25 you love to see it. Impossible response so just ask a question😭,1,Campus Reform,Ethan McVey
674763,1229111,"I never had a go to for my news and opinion pieces until I started watching Greg Kelly. He speaks to his viewers and not at them. He's quick to say ""that's how I feel, maybe you feel different"" because he wants his viewers to make up their own minds as it should be. 
I haven't watched Fox News since election night and never plan to in the future.",1,Newsmax TV,Mr Mozzarella
1350877,449894,Please tell me whats racist about voter ID? Why do democrats insist on calling everything they don't like racist? Have you ever heard the story of the boy who cried wolf? ,1,Campus Reform,Rich White
1341418,583761,"It is written , Satan is hard at work trying  to take as many  as possible  down   with  him",1,Right Side Broadcasting Network,Jose Cantu
2128618,647108,That guy should avoid the gym for a few days after this.,1,Project Veritas,Tree King
144358,1679569,Amazing that people can’t vote in person but can show up for a Biden victory party by the thousands,1,BlazeTV,Mallard Cutter
387461,1234918,Money can buy alot thing...alot alot alot money can cover lie.,1,Newsmax TV,OUR LIFE IN AUSTRALIA LY FAMILY
1974209,1899372,"Not discriminating against obese people is one thing, but promoting it's 'ok' to be that way doesn't feel right.  At the end of the day, your not healthy with medical subscriptions and treatments your wallet will have to cover, not sure if accepting is doing them much of a favor, but rather fighting the root causes that are shown in the vid.",0,The Atlantic,Painzkiller
468404,224016,"Sounds like a good guy, shame. It's going to get like that everywhere in the future",1,The Epoch Times,666BMW666
2219514,101647,No pension no library no secret service no freedom GITMO NOW,1,One America News Network,David Soltai
866973,304433,Wow people are adorable! Look at these two.,0,The New Yorker,Sara Beth
2114370,231932,"News from the December 14 grand election:
- 4:00 am at VIetnam, TT Trump won 274 cotes; Gieorgia 20 votes, Naveda 6 votes, Wisconsin 16 votes
--- Congratulations to President Donal J Trump
- Congratulations to America",1,The Epoch Times,Hùng Thiên Nguyễn
195270,2080324,"I suppose you'll need to show me the evidence that people making good life choices are nevertheless being stymied because of their skin color or backgrounds. I'm not seeing that in my life here among a wide variety of people and income groups, nor are great researchers and economists like Thomas Sowell finding this to be true (read Discrimination and Disparities). Carolla is a prime example of someone with a really negative background taking the ""bull by the horns"" and changing his family story. Everyone I know is bending over backwards to help people willing to work hard no matter what their skin color, and as someone who volunteered with a highly successful youth theatre for many years, I saw so many opportunities for underprivileged children go untapped. Once, we held a camp in a rec center that had more staff members than campers. We brought in an adult staff of 3 and a teen intern staff of 12 … all for 8 campers. Meanwhile, middle and upper class families paid top dollar for sold out camps with 75 children per camp. I don’t believe that America is full of selfish, heartless people stepping on those less fortunate, and I think it’s up to our cultural leaders to shift the conversation and not allow people to wallow in some esoteric, often comforting vision of being kept down by their skin color or their circumstances   “Blame” is a negative term for what I prefer to call a healthy dose of shame. The left refuses to ""blame"" people for their choices, but at some point, you must say, ""It is shameful to have children when you cannot emotionally AND financially care for them."" Instead, people like Kimmel blame ""the federal government"" for not taking care of children, and he particularly points to Conservatives and Libertarians who do not believe that the federal government should raise children. You suggest that these values are universal, but I disagree. I see a nightly barrage of leftists refusing to put shame or blame in even the tiniest fraction of the lives of those making the mistakes. Whether they (like you) can agree to this personally and privately doesn't matter. They refuse to go on record in the public sphere and make what could be live-changing statements to people poised to make what could be super destructive choices.",1,The Daily Wire,Carmen McNew
946315,1608922,"Again let me give y'all the context of this video in hopes I stop seeing so many uninformed comments. This video takes place right after Trump touted the bounce back from unemployment that was due to covid. This video picks up right after Trump have a speech saying that George Floyd would be smiling down from heaven because the drop in unemployment was a really good thing for black people ""the best thing"". What he didn't mention is that while white unemployment went down drastically, black unemployment went up. So naturally the reporters had some questions.",1,BlazeTV,Joseph Bridges
569791,1041289,"m.youtube.com/watch?v=790h0ZP_g7o

https://m.youtube.com/watch?v=uO27ROJUFyw

https://m.youtube.com/watch?v=ypXqqdPrYQQ

m.youtube.com/watch?v=uwSxSemmdDE

💙",1,CBN News,Wish U oN my JOURNEY
